event_type,current_char,timestamp,current_word,current_word_time,current_sentence,current_sentence_time,complete_text,current_complete_time,sentence_num,technique_used,participant_id
key pressed,"SPACE",1559750671.376603,"durch",0.6087548732757568,"Stanleys Expeditionszug quer durch ",4.11245584487915,"Stanleys Expeditionszug quer durch ",4.11245584487915,1,none,4
word typed,"SPACE",1559750671.376603,"durch",0.6087548732757568,"Stanleys Expeditionszug quer durch ",4.11245584487915,"Stanleys Expeditionszug quer durch ",4.11245584487915,1,False,4
key pressed,"A",1559750671.456458,"A",0.0,"Stanleys Expeditionszug quer durch A",4.19231104850769,"Stanleys Expeditionszug quer durch A",4.19231104850769,1,none,4
key pressed,"f",1559750671.632419,"Af",0.17596101760864258,"Stanleys Expeditionszug quer durch Af",4.368272066116333,"Stanleys Expeditionszug quer durch Af",4.368272066116333,1,none,4
key pressed,"k",1559750671.7843058,"Afk",0.3278477191925049,"Stanleys Expeditionszug quer durch Afk",4.520158767700195,"Stanleys Expeditionszug quer durch Afk",4.520158767700195,1,none,4
key pressed,"r",1559750671.9512079,"Afkr",0.4947497844696045,"Stanleys Expeditionszug quer durch Afkr",4.687060832977295,"Stanleys Expeditionszug quer durch Afkr",4.687060832977295,1,none,4
key pressed,"i",1559750672.0963671,"Afkri",0.639909029006958,"Stanleys Expeditionszug quer durch Afkri",4.832220077514648,"Stanleys Expeditionszug quer durch Afkri",4.832220077514648,1,none,4
key pressed,"r",1559750672.5366468,"Afkr",1.0801887512207031,"Stanleys Expeditionszug quer durch Afkr",5.2724997997283936,"Stanleys Expeditionszug quer durch Afkr",5.2724997997283936,1,none,4
key pressed,"k",1559750672.6963682,"Afk",1.2399101257324219,"Stanleys Expeditionszug quer durch Afk",5.432221174240112,"Stanleys Expeditionszug quer durch Afk",5.432221174240112,1,none,4
key pressed,"f",1559750672.904535,"Af",1.4480769634246826,"Stanleys Expeditionszug quer durch Af",5.640388011932373,"Stanleys Expeditionszug quer durch Af",5.640388011932373,1,none,4
key pressed,"SPACE",1559750673.992785,"Afrika",2.5363268852233887,"Stanleys Expeditionszug quer durch Afrika ",6.728637933731079,"Stanleys Expeditionszug quer durch Afrika ",6.728637933731079,1,none,4
word typed,"SPACE",1559750673.992785,"Afrika",2.5363268852233887,"Stanleys Expeditionszug quer durch Afrika ",6.728637933731079,"Stanleys Expeditionszug quer durch Afrika ",6.728637933731079,1,True,4
key pressed,"w",1559750674.368625,"w",0.0,"Stanleys Expeditionszug quer durch Afrika w",7.104477882385254,"Stanleys Expeditionszug quer durch Afrika w",7.104477882385254,1,none,4
key pressed,"i",1559750674.7605839,"wi",0.39195895195007324,"Stanleys Expeditionszug quer durch Afrika wi",7.496436834335327,"Stanleys Expeditionszug quer durch Afrika wi",7.496436834335327,1,none,4
key pressed,"SPACE",1559750675.448927,"wird",1.0803020000457764,"Stanleys Expeditionszug quer durch Afrika wird ",8.18477988243103,"Stanleys Expeditionszug quer durch Afrika wird ",8.18477988243103,1,none,4
word typed,"SPACE",1559750675.448927,"wird",1.0803020000457764,"Stanleys Expeditionszug quer durch Afrika wird ",8.18477988243103,"Stanleys Expeditionszug quer durch Afrika wird ",8.18477988243103,1,True,4
key pressed,"v",1559750675.648593,"v",0.0,"Stanleys Expeditionszug quer durch Afrika wird v",8.384445905685425,"Stanleys Expeditionszug quer durch Afrika wird v",8.384445905685425,1,none,4
key pressed,"o",1559750675.840666,"vo",0.19207310676574707,"Stanleys Expeditionszug quer durch Afrika wird vo",8.576519012451172,"Stanleys Expeditionszug quer durch Afrika wird vo",8.576519012451172,1,none,4
key pressed,"SPACE",1559750679.640888,"von",2.649188995361328,"Stanleys Expeditionszug quer durch Afrika wird von ",12.3767409324646,"Stanleys Expeditionszug quer durch Afrika wird von ",12.3767409324646,1,none,4
word typed,"SPACE",1559750679.640888,"von",2.649188995361328,"Stanleys Expeditionszug quer durch Afrika wird von ",12.3767409324646,"Stanleys Expeditionszug quer durch Afrika wird von ",12.3767409324646,1,True,4
key pressed,"j",1559750679.992646,"j",0.0,"Stanleys Expeditionszug quer durch Afrika wird von j",12.728498935699463,"Stanleys Expeditionszug quer durch Afrika wird von j",12.728498935699463,1,none,4
key pressed,"e",1559750680.064762,"je",0.07211613655090332,"Stanleys Expeditionszug quer durch Afrika wird von je",12.800615072250366,"Stanleys Expeditionszug quer durch Afrika wird von je",12.800615072250366,1,none,4
key pressed,"d",1559750680.200735,"jed",0.20808911323547363,"Stanleys Expeditionszug quer durch Afrika wird von jed",12.936588048934937,"Stanleys Expeditionszug quer durch Afrika wird von jed",12.936588048934937,1,none,4
key pressed,"e",1559750680.345013,"jede",0.35236692428588867,"Stanleys Expeditionszug quer durch Afrika wird von jede",13.080865859985352,"Stanleys Expeditionszug quer durch Afrika wird von jede",13.080865859985352,1,none,4
key pressed,"r",1559750680.3766909,"jeder",0.384044885635376,"Stanleys Expeditionszug quer durch Afrika wird von jeder",13.112543821334839,"Stanleys Expeditionszug quer durch Afrika wird von jeder",13.112543821334839,1,none,4
key pressed,"m",1559750680.5206459,"jederm",0.5279998779296875,"Stanleys Expeditionszug quer durch Afrika wird von jederm",13.25649881362915,"Stanleys Expeditionszug quer durch Afrika wird von jederm",13.25649881362915,1,none,4
key pressed,"a",1559750680.624716,"jederma",0.6320700645446777,"Stanleys Expeditionszug quer durch Afrika wird von jederma",13.36056900024414,"Stanleys Expeditionszug quer durch Afrika wird von jederma",13.36056900024414,1,none,4
key pressed,"n",1559750680.752608,"jederman",0.7599620819091797,"Stanleys Expeditionszug quer durch Afrika wird von jederman",13.488461017608643,"Stanleys Expeditionszug quer durch Afrika wird von jederman",13.488461017608643,1,none,4
key pressed,"n",1559750680.912627,"jedermann",0.9199810028076172,"Stanleys Expeditionszug quer durch Afrika wird von jedermann",13.64847993850708,"Stanleys Expeditionszug quer durch Afrika wird von jedermann",13.64847993850708,1,none,4
key pressed,"SPACE",1559750681.024749,"jedermann",1.0321030616760254,"Stanleys Expeditionszug quer durch Afrika wird von jedermann ",13.760601997375488,"Stanleys Expeditionszug quer durch Afrika wird von jedermann ",13.760601997375488,1,none,4
word typed,"SPACE",1559750681.024749,"jedermann",1.0321030616760254,"Stanleys Expeditionszug quer durch Afrika wird von jedermann ",13.760601997375488,"Stanleys Expeditionszug quer durch Afrika wird von jedermann ",13.760601997375488,1,False,4
key pressed,"b",1559750681.225023,"b",0.0,"Stanleys Expeditionszug quer durch Afrika wird von jedermann b",13.960875988006592,"Stanleys Expeditionszug quer durch Afrika wird von jedermann b",13.960875988006592,1,none,4
key pressed,"w",1559750681.632858,"bw",0.4078350067138672,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bw",14.368710994720459,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bw",14.368710994720459,1,none,4
key pressed,"b",1559750682.113098,"b",0.0,"Stanleys Expeditionszug quer durch Afrika wird von jedermann b",14.848950862884521,"Stanleys Expeditionszug quer durch Afrika wird von jedermann b",14.848950862884521,1,none,4
key pressed,"e",1559750682.216737,"be",0.10363912582397461,"Stanleys Expeditionszug quer durch Afrika wird von jedermann be",14.952589988708496,"Stanleys Expeditionszug quer durch Afrika wird von jedermann be",14.952589988708496,1,none,4
key pressed,"w",1559750682.440798,"bew",0.327700138092041,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bew",15.176651000976562,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bew",15.176651000976562,1,none,4
word typed,"ENTER",1559750683.7688398,"bewundert.",1.6557419300079346,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.
",16.504692792892456,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.
",16.504692792892456,1,True,4
sentence typed,"ENTER",1559750683.7688398,"bewundert.",1.6557419300079346,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.
",16.504692792892456,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.
",16.504692792892456,1,none,4
key pressed,"P",1559750684.664722,"P",0.0,"P",0.0,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.P",17.400574922561646,2,none,4
key pressed,"r",1559750684.816772,"Pr",0.15205001831054688,"Pr",0.15205001831054688,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Pr",17.552624940872192,2,none,4
key pressed,"a",1559750684.944695,"Pra",0.27997303009033203,"Pra",0.27997303009033203,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Pra",17.680547952651978,2,none,4
key pressed,"l",1559750685.080698,"Pral",0.41597604751586914,"Pral",0.41597604751586914,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Pral",17.816550970077515,2,none,4
key pressed,"SPACE",1559750685.8249578,"Prall",1.16023588180542,"Prall ",1.16023588180542,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall ",18.560810804367065,2,none,4
word typed,"SPACE",1559750685.8249578,"Prall",1.16023588180542,"Prall ",1.16023588180542,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall ",18.560810804367065,2,True,4
key pressed,"v",1559750686.0407941,"v",0.0,"Prall v",1.3760721683502197,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall v",18.776647090911865,2,none,4
key pressed,"o",1559750686.184824,"vo",0.14402985572814941,"Prall vo",1.5201020240783691,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vo",18.920676946640015,2,none,4
key pressed,"m",1559750686.440706,"vom",0.39991188049316406,"Prall vom",1.7759840488433838,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vom",19.17655897140503,2,none,4
key pressed,"SPACE",1559750687.017142,"vomvom",0.9763479232788086,"Prall vomvom ",2.3524200916290283,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom ",19.752995014190674,2,none,4
word typed,"SPACE",1559750687.017142,"vomvom",0.9763479232788086,"Prall vomvom ",2.3524200916290283,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom ",19.752995014190674,2,True,4
key pressed,"W",1559750687.32889,"W",0.0,"Prall vomvom W",2.664168119430542,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom W",20.064743041992188,2,none,4
key pressed,"SPACE",1559750690.168949,"Whisky",2.8400588035583496,"Prall vomvom Whisky ",5.504226922988892,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky ",22.904801845550537,2,none,4
word typed,"SPACE",1559750690.168949,"Whisky",2.8400588035583496,"Prall vomvom Whisky ",5.504226922988892,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky ",22.904801845550537,2,True,4
key pressed,"g",1559750690.31285,"g",0.0,"Prall vomvom Whisky g",5.648128032684326,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky g",23.04870295524597,2,none,4
key pressed,"l",1559750690.536824,"gl",0.22397398948669434,"Prall vomvom Whisky gl",5.8721020221710205,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky gl",23.272676944732666,2,none,4
key pressed,"g",1559750690.8249679,"g",0.0,"Prall vomvom Whisky g",6.160245895385742,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky g",23.560820817947388,2,none,4
key pressed,"SPACE",1559750691.0008361,"Whisky",0.17586827278137207,"Prall vomvom Whisky ",6.336114168167114,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky ",23.73668909072876,2,none,4
word typed,"SPACE",1559750691.0008361,"Whisky",0.17586827278137207,"Prall vomvom Whisky ",6.336114168167114,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky ",23.73668909072876,2,False,4
key pressed,"f",1559750691.088989,"f",0.0,"Prall vomvom Whisky f",6.424267053604126,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky f",23.82484197616577,2,none,4
key pressed,"l",1559750691.240973,"fl",0.15198397636413574,"Prall vomvom Whisky fl",6.576251029968262,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky fl",23.976825952529907,2,none,4
key pressed,"SPACE",1559750692.025255,"flog",0.9362659454345703,"Prall vomvom Whisky flog ",7.360532999038696,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog ",24.761107921600342,2,none,4
word typed,"SPACE",1559750692.025255,"flog",0.9362659454345703,"Prall vomvom Whisky flog ",7.360532999038696,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog ",24.761107921600342,2,True,4
key pressed,"Q",1559750692.529173,"Q",0.0,"Prall vomvom Whisky flog Q",7.864450931549072,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Q",25.265025854110718,2,none,4
key pressed,"u",1559750692.873163,"Qu",0.3439900875091553,"Prall vomvom Whisky flog Qu",8.208441019058228,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Qu",25.609015941619873,2,none,4
key pressed,"SPACE",1559750694.297133,"Quax",1.7679600715637207,"Prall vomvom Whisky flog Quax ",9.632411003112793,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax ",27.03298592567444,2,none,4
word typed,"SPACE",1559750694.297133,"Quax",1.7679600715637207,"Prall vomvom Whisky flog Quax ",9.632411003112793,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax ",27.03298592567444,2,True,4
key pressed,"d",1559750694.456983,"d",0.0,"Prall vomvom Whisky flog Quax d",9.792261123657227,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax d",27.192836046218872,2,none,4
key pressed,"e",1559750694.601027,"de",0.1440439224243164,"Prall vomvom Whisky flog Quax de",9.936305046081543,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax de",27.33687996864319,2,none,4
key pressed,"n",1559750694.713002,"den",0.25601887702941895,"Prall vomvom Whisky flog Quax den",10.048280000686646,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den",27.44885492324829,2,none,4
key pressed,"SPACE",1559750694.85726,"den",0.40027689933776855,"Prall vomvom Whisky flog Quax den ",10.192538022994995,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den ",27.59311294555664,2,none,4
word typed,"SPACE",1559750694.85726,"den",0.40027689933776855,"Prall vomvom Whisky flog Quax den ",10.192538022994995,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den ",27.59311294555664,2,False,4
key pressed,"J",1559750695.689285,"J",0.0,"Prall vomvom Whisky flog Quax den J",11.024563074111938,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den J",28.425137996673584,2,none,4
key pressed,"SPACE",1559750697.273301,"Jet",1.5840158462524414,"Prall vomvom Whisky flog Quax den Jet ",12.60857892036438,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet ",30.009153842926025,2,none,4
word typed,"SPACE",1559750697.273301,"Jet",1.5840158462524414,"Prall vomvom Whisky flog Quax den Jet ",12.60857892036438,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet ",30.009153842926025,2,True,4
key pressed,"z",1559750697.4411001,"z",0.0,"Prall vomvom Whisky flog Quax den Jet z",12.776378154754639,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet z",30.176953077316284,2,none,4
key pressed,"u",1559750697.6409652,"zu",0.19986510276794434,"Prall vomvom Whisky flog Quax den Jet zu",12.976243257522583,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu",30.37681818008423,2,none,4
key pressed,"SPACE",1559750698.105388,"zu",0.664287805557251,"Prall vomvom Whisky flog Quax den Jet zu ",13.44066596031189,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu ",30.841240882873535,2,none,4
word typed,"SPACE",1559750698.105388,"zu",0.664287805557251,"Prall vomvom Whisky flog Quax den Jet zu ",13.44066596031189,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu ",30.841240882873535,2,False,4
key pressed,"B",1559750698.929332,"B",0.0,"Prall vomvom Whisky flog Quax den Jet zu B",14.264610052108765,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu B",31.66518497467041,2,none,4
word typed,"ENTER",1559750700.152649,"Bruch.",1.2233169078826904,"Prall vomvom Whisky flog Quax den Jet zu Bruch.
",15.487926959991455,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.
",32.8885018825531,2,True,4
sentence typed,"ENTER",1559750700.152649,"Bruch.",1.2233169078826904,"Prall vomvom Whisky flog Quax den Jet zu Bruch.
",15.487926959991455,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.
",32.8885018825531,2,none,4
key pressed,"S",1559750701.1770968,"S",0.0,"S",0.0,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.S",33.91294980049133,3,none,4
key pressed,"l",1559750701.881242,"Sl",0.7041451930999756,"Sl",0.7041451930999756,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sl",34.61709499359131,3,none,4
key pressed,"S",1559750702.377516,"S",0.0,"S",0.0,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.S",35.11336898803711,3,none,4
key pressed,"y",1559750702.481239,"Sy",0.10372304916381836,"Sy",0.10372304916381836,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sy",35.21709203720093,3,none,4
key pressed,"l",1559750702.673101,"Syl",0.29558491706848145,"Syl",0.29558491706848145,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Syl",35.40895390510559,3,none,4
key pressed,"SPACE",1559750703.3775628,"Sylvia",1.000046730041504,"Sylvia ",1.000046730041504,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia ",36.11341571807861,3,none,4
word typed,"SPACE",1559750703.3775628,"Sylvia",1.000046730041504,"Sylvia ",1.000046730041504,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia ",36.11341571807861,3,True,4
key pressed,"w",1559750703.56931,"w",0.0,"Sylvia w",1.1917939186096191,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia w",36.30516290664673,3,none,4
key pressed,"a",1559750703.7373,"wa",0.16798996925354004,"Sylvia wa",1.3597838878631592,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wa",36.47315287590027,3,none,4
key pressed,"g",1559750703.921414,"wag",0.35210394859313965,"Sylvia wag",1.5438978672027588,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wag",36.65726685523987,3,none,4
key pressed,"t",1559750704.481399,"wagt",0.9120891094207764,"Sylvia wagt",2.1038830280303955,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt",37.217252016067505,3,none,4
key pressed,"SPACE",1559750704.833407,"wagt",1.264096975326538,"Sylvia wagt ",2.4558908939361572,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt ",37.56925988197327,3,none,4
word typed,"SPACE",1559750704.833407,"wagt",1.264096975326538,"Sylvia wagt ",2.4558908939361572,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt ",37.56925988197327,3,False,4
key pressed,"d",1559750705.041572,"d",0.0,"Sylvia wagt d",2.6640560626983643,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt d",37.777425050735474,3,none,4
key pressed,"e",1559750705.145299,"de",0.10372686386108398,"Sylvia wagt de",2.7677829265594482,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt de",37.88115191459656,3,none,4
key pressed,"d",1559750705.6814442,"d",0.0,"Sylvia wagt d",3.3039281368255615,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt d",38.41729712486267,3,none,4
key pressed,"SPACE",1559750705.87344,"wagt",0.19199585914611816,"Sylvia wagt ",3.4959239959716797,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt ",38.60929298400879,3,none,4
word typed,"SPACE",1559750705.87344,"wagt",0.19199585914611816,"Sylvia wagt ",3.4959239959716797,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt ",38.60929298400879,3,False,4
key pressed,"q",1559750706.32981,"q",0.0,"Sylvia wagt q",3.952293872833252,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt q",39.06566286087036,3,none,4
key pressed,"u",1559750706.593378,"qu",0.2635681629180908,"Sylvia wagt qu",4.215862035751343,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt qu",39.32923102378845,3,none,4
key pressed,"SPACE",1559750708.7457752,"quick",2.4159653186798096,"Sylvia wagt quick ",6.3682591915130615,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick ",41.48162817955017,3,none,4
word typed,"SPACE",1559750708.7457752,"quick",2.4159653186798096,"Sylvia wagt quick ",6.3682591915130615,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick ",41.48162817955017,3,True,4
key pressed,"d",1559750708.929631,"d",0.0,"Sylvia wagt quick d",6.552114963531494,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick d",41.6654839515686,3,none,4
key pressed,"e",1559750709.033529,"de",0.1038980484008789,"Sylvia wagt quick de",6.656013011932373,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick de",41.76938199996948,3,none,4
key pressed,"n",1559750709.153399,"den",0.22376799583435059,"Sylvia wagt quick den",6.775882959365845,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den",41.889251947402954,3,none,4
key pressed,"SPACE",1559750709.2837088,"den",0.3540778160095215,"Sylvia wagt quick den ",6.906192779541016,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den ",42.019561767578125,3,none,4
word typed,"SPACE",1559750709.2837088,"den",0.3540778160095215,"Sylvia wagt quick den ",6.906192779541016,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den ",42.019561767578125,3,False,4
key pressed,"J",1559750710.129739,"J",0.0,"Sylvia wagt quick den J",7.752223014831543,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.Prall vomvom Whisky flog Quax den Jet zu Bruch.Sylvia wagt quick den J",42.86559200286865,3,none,4
