event_type,current_char,timestamp,current_word,current_word_time,current_sentence,current_sentence_time,complete_text,current_complete_time,sentence_num,technique_used,autocompletion,participant_id
key pressed,w,1559749675.053065,w,0.0,Stanleys Expeditionszug quer durch Afrika w,10.65857219696045,Stanleys Expeditionszug quer durch Afrika w,10.65857219696045,1,none,True,2
key pressed,i,1559749675.310909,wi,0.2578439712524414,Stanleys Expeditionszug quer durch Afrika wi,10.91641616821289,Stanleys Expeditionszug quer durch Afrika wi,10.91641616821289,1,none,True,2
key pressed,SPACE,1559749676.290213,wird,1.2371480464935303,Stanleys Expeditionszug quer durch Afrika wird ,11.89572024345398,Stanleys Expeditionszug quer durch Afrika wird ,11.89572024345398,1,none,True,2
word typed,SPACE,1559749676.290213,wird,1.2371480464935303,Stanleys Expeditionszug quer durch Afrika wird ,11.89572024345398,Stanleys Expeditionszug quer durch Afrika wird ,11.89572024345398,1,True,True,2
key pressed,v,1559749676.99441,v,0.0,Stanleys Expeditionszug quer durch Afrika wird v,12.59991717338562,Stanleys Expeditionszug quer durch Afrika wird v,12.59991717338562,1,none,True,2
key pressed,o,1559749677.136252,vo,0.14184188842773438,Stanleys Expeditionszug quer durch Afrika wird vo,12.741759061813354,Stanleys Expeditionszug quer durch Afrika wird vo,12.741759061813354,1,none,True,2
key pressed,n,1559749677.33588,von,0.34147000312805176,Stanleys Expeditionszug quer durch Afrika wird von,12.941387176513672,Stanleys Expeditionszug quer durch Afrika wird von,12.941387176513672,1,none,True,2
key pressed,SPACE,1559749678.0964391,von,1.1020290851593018,Stanleys Expeditionszug quer durch Afrika wird von ,13.701946258544922,Stanleys Expeditionszug quer durch Afrika wird von ,13.701946258544922,1,none,True,2
word typed,SPACE,1559749678.0964391,von,1.1020290851593018,Stanleys Expeditionszug quer durch Afrika wird von ,13.701946258544922,Stanleys Expeditionszug quer durch Afrika wird von ,13.701946258544922,1,False,True,2
key pressed,j,1559749678.994167,j,0.0,Stanleys Expeditionszug quer durch Afrika wird von j,14.599674224853516,Stanleys Expeditionszug quer durch Afrika wird von j,14.599674224853516,1,none,True,2
key pressed,e,1559749679.108042,je,0.11387491226196289,Stanleys Expeditionszug quer durch Afrika wird von je,14.713549137115479,Stanleys Expeditionszug quer durch Afrika wird von je,14.713549137115479,1,none,True,2
key pressed,SPACE,1559749680.891209,jedermann,1.8970417976379395,Stanleys Expeditionszug quer durch Afrika wird von jedermann ,16.496716022491455,Stanleys Expeditionszug quer durch Afrika wird von jedermann ,16.496716022491455,1,none,True,2
word typed,SPACE,1559749680.891209,jedermann,1.8970417976379395,Stanleys Expeditionszug quer durch Afrika wird von jedermann ,16.496716022491455,Stanleys Expeditionszug quer durch Afrika wird von jedermann ,16.496716022491455,1,True,True,2
key pressed,b,1559749681.3384051,b,0.0,Stanleys Expeditionszug quer durch Afrika wird von jedermann b,16.943912267684937,Stanleys Expeditionszug quer durch Afrika wird von jedermann b,16.943912267684937,1,none,True,2
key pressed,e,1559749681.475174,be,0.13676881790161133,Stanleys Expeditionszug quer durch Afrika wird von jedermann be,17.080681085586548,Stanleys Expeditionszug quer durch Afrika wird von jedermann be,17.080681085586548,1,none,True,2
word typed,ENTER,1559749683.4219341,bewundert.,2.083528995513916,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.
",19.027441263198853,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.
",19.027441263198853,1,True,True,2
sentence typed,ENTER,1559749683.4219341,bewundert.,2.083528995513916,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.
",19.027441263198853,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.
",19.027441263198853,1,none,True,2
key pressed,j,1559749684.826198,j,0.0,j,0.0,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.j,20.431705236434937,2,none,True,2
key pressed,e,1559749684.9281511,je,0.10195302963256836,je,0.10195302963256836,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.je,20.533658266067505,2,none,True,2
key pressed,SPACE,1559749686.7013671,jeder,1.875169038772583,jeder ,1.875169038772583,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder ,22.30687427520752,2,none,True,2
word typed,SPACE,1559749686.7013671,jeder,1.875169038772583,jeder ,1.875169038772583,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder ,22.30687427520752,2,True,True,2
key pressed,w,1559749687.184484,w,0.0,jeder w,2.358285903930664,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder w,22.7899911403656,2,none,True,2
key pressed,a,1559749687.427018,wa,0.24253392219543457,jeder wa,2.6008198261260986,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wa,23.032525062561035,2,none,True,2
key pressed,SPACE,1559749688.5891168,wackere,1.404632806777954,jeder wackere ,3.762918710708618,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere ,24.194623947143555,2,none,True,2
word typed,SPACE,1559749688.5891168,wackere,1.404632806777954,jeder wackere ,3.762918710708618,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere ,24.194623947143555,2,True,True,2
key pressed,B,1559749689.002041,B,0.0,jeder wackere B,4.175843000411987,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere B,24.607548236846924,2,none,True,2
key pressed,a,1559749689.258443,Ba,0.25640201568603516,jeder wackere Ba,4.4322450160980225,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Ba,24.86395025253296,2,none,True,2
key pressed,SPACE,1559749691.0207942,Bayer,2.0187530517578125,jeder wackere Bayer ,6.1945960521698,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer ,26.626301288604736,2,none,True,2
word typed,SPACE,1559749691.0207942,Bayer,2.0187530517578125,jeder wackere Bayer ,6.1945960521698,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer ,26.626301288604736,2,True,True,2
key pressed,v,1559749691.745259,v,0.0,jeder wackere Bayer v,6.919060945510864,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer v,27.3507661819458,2,none,True,2
key pressed,e,1559749691.839498,ve,0.0942389965057373,jeder wackere Bayer ve,7.013299942016602,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer ve,27.445005178451538,2,none,True,2
key pressed,r,1559749691.919453,ver,0.1741938591003418,jeder wackere Bayer ver,7.093254804611206,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer ver,27.524960041046143,2,none,True,2
key pressed,SPACE,1559749693.188315,vertilgt,1.4430558681488037,jeder wackere Bayer vertilgt ,8.362116813659668,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt ,28.793822050094604,2,none,True,2
word typed,SPACE,1559749693.188315,vertilgt,1.4430558681488037,jeder wackere Bayer vertilgt ,8.362116813659668,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt ,28.793822050094604,2,True,True,2
key pressed,b,1559749693.8734121,b,0.0,jeder wackere Bayer vertilgt b,9.047214031219482,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt b,29.47891926765442,2,none,True,2
key pressed,e,1559749693.9542441,be,0.08083200454711914,jeder wackere Bayer vertilgt be,9.128046035766602,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt be,29.559751272201538,2,none,True,2
key pressed,SPACE,1559749695.902635,bequem,2.0292229652404785,jeder wackere Bayer vertilgt bequem ,11.076436996459961,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem ,31.508142232894897,2,none,True,2
word typed,SPACE,1559749695.902635,bequem,2.0292229652404785,jeder wackere Bayer vertilgt bequem ,11.076436996459961,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem ,31.508142232894897,2,True,True,2
key pressed,z,1559749696.5184681,z,0.0,jeder wackere Bayer vertilgt bequem z,11.692270040512085,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem z,32.12397527694702,2,none,True,2
key pressed,SPACE,1559749698.4141598,zwo,1.8956916332244873,jeder wackere Bayer vertilgt bequem zwo ,13.587961673736572,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo ,34.01966691017151,2,none,True,2
word typed,SPACE,1559749698.4141598,zwo,1.8956916332244873,jeder wackere Bayer vertilgt bequem zwo ,13.587961673736572,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo ,34.01966691017151,2,True,True,2
key pressed,P,1559749699.3258839,P,0.0,jeder wackere Bayer vertilgt bequem zwo P,14.499685764312744,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo P,34.93139100074768,2,none,True,2
key pressed,SPACE,1559749700.924438,Pfund,1.5985541343688965,jeder wackere Bayer vertilgt bequem zwo Pfund ,16.09823989868164,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund ,36.52994513511658,2,none,True,2
word typed,SPACE,1559749700.924438,Pfund,1.5985541343688965,jeder wackere Bayer vertilgt bequem zwo Pfund ,16.09823989868164,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund ,36.52994513511658,2,True,True,2
key pressed,K,1559749701.6689548,K,0.0,jeder wackere Bayer vertilgt bequem zwo Pfund K,16.842756748199463,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund K,37.2744619846344,2,none,True,2
key pressed,a,1559749702.0165088,Ka,0.34755396842956543,jeder wackere Bayer vertilgt bequem zwo Pfund Ka,17.19031071662903,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Ka,37.622015953063965,2,none,True,2
word typed,ENTER,1559749703.895759,Kalbshaxen.,2.226804256439209,"jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.
",19.069561004638672,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.
",39.50126624107361,2,True,True,2
sentence typed,ENTER,1559749703.895759,Kalbshaxen.,2.226804256439209,"jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.
",19.069561004638672,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.
",39.50126624107361,2,none,True,2
key pressed,P,1559749705.099635,P,0.0,P,0.0,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.P,40.7051420211792,3,none,True,2
key pressed,SPACE,1559749706.648073,Prall,1.5484380722045898,Prall ,1.5484380722045898,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall ,42.25358009338379,3,none,True,2
word typed,SPACE,1559749706.648073,Prall,1.5484380722045898,Prall ,1.5484380722045898,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall ,42.25358009338379,3,True,True,2
key pressed,v,1559749706.996159,v,0.0,Prall v,1.89652419090271,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall v,42.60166621208191,3,none,True,2
key pressed,o,1559749707.116256,vo,0.12009692192077637,Prall vo,2.0166211128234863,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vo,42.721763134002686,3,none,True,2
key pressed,m,1559749707.54371,vom,0.5475509166717529,Prall vom,2.444075107574463,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom,43.14921712875366,3,none,True,2
key pressed,SPACE,1559749707.749977,vom,0.7538180351257324,Prall vom ,2.6503422260284424,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom ,43.35548424720764,3,none,True,2
word typed,SPACE,1559749707.749977,vom,0.7538180351257324,Prall vom ,2.6503422260284424,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom ,43.35548424720764,3,False,True,2
key pressed,W,1559749708.628217,W,0.0,Prall vom W,3.5285820960998535,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom W,44.23372411727905,3,none,True,2
key pressed,SPACE,1559749710.027818,Whisky,1.3996009826660156,Prall vom Whisky ,4.928183078765869,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky ,45.63332509994507,3,none,True,2
word typed,SPACE,1559749710.027818,Whisky,1.3996009826660156,Prall vom Whisky ,4.928183078765869,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky ,45.63332509994507,3,True,True,2
key pressed,f,1559749710.546287,f,0.0,Prall vom Whisky f,5.446652173995972,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky f,46.15179419517517,3,none,True,2
key pressed,l,1559749710.7003672,fl,0.15408015251159668,Prall vom Whisky fl,5.600732326507568,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky fl,46.30587434768677,3,none,True,2
key pressed,o,1559749710.888293,flo,0.34200596809387207,Prall vom Whisky flo,5.788658142089844,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flo,46.49380016326904,3,none,True,2
key pressed,g,1559749711.238581,flog,0.6922938823699951,Prall vom Whisky flog,6.138946056365967,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog,46.844088077545166,3,none,True,2
key pressed,SPACE,1559749711.468601,flog,0.922313928604126,Prall vom Whisky flog ,6.368966102600098,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog ,47.0741081237793,3,none,True,2
word typed,SPACE,1559749711.468601,flog,0.922313928604126,Prall vom Whisky flog ,6.368966102600098,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog ,47.0741081237793,3,False,True,2
key pressed,Q,1559749712.351137,Q,0.0,Prall vom Whisky flog Q,7.25150203704834,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Q,47.95664405822754,3,none,True,2
key pressed,SPACE,1559749714.041353,Quax,1.690216064453125,Prall vom Whisky flog Quax ,8.941718101501465,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax ,49.646860122680664,3,none,True,2
word typed,SPACE,1559749714.041353,Quax,1.690216064453125,Prall vom Whisky flog Quax ,8.941718101501465,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax ,49.646860122680664,3,True,True,2
key pressed,d,1559749714.555839,d,0.0,Prall vom Whisky flog Quax d,9.456204175949097,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax d,50.161346197128296,3,none,True,2
key pressed,e,1559749714.736906,de,0.18106698989868164,Prall vom Whisky flog Quax de,9.637271165847778,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax de,50.34241318702698,3,none,True,2
key pressed,n,1559749714.842936,den,0.2870969772338867,Prall vom Whisky flog Quax den,9.743301153182983,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den,50.44844317436218,3,none,True,2
key pressed,SPACE,1559749715.023169,den,0.4673299789428711,Prall vom Whisky flog Quax den ,9.923534154891968,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den ,50.62867617607117,3,none,True,2
word typed,SPACE,1559749715.023169,den,0.4673299789428711,Prall vom Whisky flog Quax den ,9.923534154891968,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den ,50.62867617607117,3,False,True,2
key pressed,J,1559749715.89922,J,0.0,Prall vom Whisky flog Quax den J,10.799585103988647,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den J,51.50472712516785,3,none,True,2
key pressed,SPACE,1559749719.238125,Jet,3.338905096054077,Prall vom Whisky flog Quax den Jet ,14.138490200042725,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet ,54.843632221221924,3,none,True,2
word typed,SPACE,1559749719.238125,Jet,3.338905096054077,Prall vom Whisky flog Quax den Jet ,14.138490200042725,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet ,54.843632221221924,3,True,True,2
key pressed,z,1559749719.564115,z,0.0,Prall vom Whisky flog Quax den Jet z,14.46448016166687,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet z,55.16962218284607,3,none,True,2
key pressed,u,1559749719.741374,zu,0.17725896835327148,Prall vom Whisky flog Quax den Jet zu,14.641739130020142,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu,55.34688115119934,3,none,True,2
key pressed,SPACE,1559749719.937205,zu,0.3730900287628174,Prall vom Whisky flog Quax den Jet zu ,14.837570190429688,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu ,55.54271221160889,3,none,True,2
word typed,SPACE,1559749719.937205,zu,0.3730900287628174,Prall vom Whisky flog Quax den Jet zu ,14.837570190429688,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu ,55.54271221160889,3,False,True,2
key pressed,B,1559749720.538548,B,0.0,Prall vom Whisky flog Quax den Jet zu B,15.438913106918335,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu B,56.144055128097534,3,none,True,2
word typed,ENTER,1559749722.3589041,Bruch.,1.8203561305999756,"Prall vom Whisky flog Quax den Jet zu Bruch.
",17.25926923751831,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.
",57.96441125869751,3,True,True,2
sentence typed,ENTER,1559749722.3589041,Bruch.,1.8203561305999756,"Prall vom Whisky flog Quax den Jet zu Bruch.
",17.25926923751831,"Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.
",57.96441125869751,3,none,True,2
key pressed,F,1559749723.7168581,F,0.0,F,0.0,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.F,59.322365283966064,4,none,True,2
key pressed,SPACE,1559749725.2702441,Franz,1.5533859729766846,Franz ,1.5533859729766846,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.Franz ,60.87575125694275,4,none,True,2
word typed,SPACE,1559749725.2702441,Franz,1.5533859729766846,Franz ,1.5533859729766846,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.Franz ,60.87575125694275,4,True,True,2
key pressed,j,1559749725.81037,j,0.0,Franz j,2.0935118198394775,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.Franz j,61.41587710380554,4,none,True,2
key pressed,a,1559749725.8863108,ja,0.07594084739685059,Franz ja,2.169452667236328,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.Franz ja,61.49181795120239,4,none,True,2
key pressed,SPACE,1559749727.0334918,jagt,1.2231218814849854,Franz jagt ,3.316633701324463,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.Franz jagt ,62.63899898529053,4,none,True,2
word typed,SPACE,1559749727.0334918,jagt,1.2231218814849854,Franz jagt ,3.316633701324463,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.Franz jagt ,62.63899898529053,4,True,True,2
key pressed,i,1559749727.41081,i,0.0,Franz jagt i,3.6939518451690674,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.Franz jagt i,63.01631712913513,4,none,True,2
key pressed,m,1559749727.578618,im,0.16780805587768555,Franz jagt im,3.861759901046753,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.Franz jagt im,63.18412518501282,4,none,True,2
key pressed,SPACE,1559749728.137325,im,0.7265150547027588,Franz jagt im ,4.420466899871826,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.Franz jagt im ,63.74283218383789,4,none,True,2
word typed,SPACE,1559749728.137325,im,0.7265150547027588,Franz jagt im ,4.420466899871826,Stanleys Expeditionszug quer durch Afrika wird von jedermann bewundert.jeder wackere Bayer vertilgt bequem zwo Pfund Kalbshaxen.Prall vom Whisky flog Quax den Jet zu Bruch.Franz jagt im ,63.74283218383789,4,False,True,2
